project,test_class,per_line_cov,per_line_total,per_line_rate,per_branch_cov,per_branch_total,per_branch_rate,proj_line_cov,proj_line_total,proj_line_rate,proj_branch_cov,proj_branch_total,proj_branch_rate,line_contrib_pct,branch_contrib_pct
Csv_13_b,org.apache.commons.csv.CSVFormat_49_1Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_2_1Test,56,737,7.6,31,532,5.83,460,737,62.42,296,532,55.64,12.17,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_56_1Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_30_1Test,111,737,15.06,66,532,12.41,460,737,62.42,296,532,55.64,24.13,22.3
Csv_13_b,org.apache.commons.csv.CSVFormat_26_1Test,68,737,9.23,30,532,5.64,460,737,62.42,296,532,55.64,14.78,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_17_1Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_37_1Test,61,737,8.28,35,532,6.58,460,737,62.42,296,532,55.64,13.26,11.82
Csv_13_b,org.apache.commons.csv.CSVPrinter_60_1Test,68,737,9.23,31,532,5.83,460,737,62.42,296,532,55.64,14.78,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_12_1Test,61,737,8.28,35,532,6.58,460,737,62.42,296,532,55.64,13.26,11.82
Csv_13_b,org.apache.commons.csv.CSVFormat_9_1Test,60,737,8.14,31,532,5.83,460,737,62.42,296,532,55.64,13.04,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_48_1Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_45_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_44_1Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVPrinter_58_1Test,69,737,9.36,32,532,6.02,460,737,62.42,296,532,55.64,15.0,10.81
Csv_13_b,org.apache.commons.csv.CSVFormat_18_1Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_11_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_47_1Test,59,737,8.01,28,532,5.26,460,737,62.42,296,532,55.64,12.83,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_1_1Test,56,737,7.6,31,532,5.83,460,737,62.42,296,532,55.64,12.17,10.47
Csv_13_b,org.apache.commons.csv.CSVPrinter_68_1Test,127,737,17.23,68,532,12.78,460,737,62.42,296,532,55.64,27.61,22.97
Csv_13_b,org.apache.commons.csv.CSVFormat_34_1Test,71,737,9.63,33,532,6.2,460,737,62.42,296,532,55.64,15.43,11.15
Csv_13_b,org.apache.commons.csv.CSVPrinter_57_1Test,68,737,9.23,34,532,6.39,460,737,62.42,296,532,55.64,14.78,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_41_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_23_1Test,86,737,11.67,57,532,10.71,460,737,62.42,296,532,55.64,18.7,19.26
Csv_13_b,org.apache.commons.csv.CSVPrinter_62_1Test,114,737,15.47,65,532,12.22,460,737,62.42,296,532,55.64,24.78,21.96
Csv_13_b,org.apache.commons.csv.CSVFormat_8_1Test,56,737,7.6,28,532,5.26,460,737,62.42,296,532,55.64,12.17,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_42_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_3_1Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_38_1Test,67,737,9.09,39,532,7.33,460,737,62.42,296,532,55.64,14.57,13.18
Csv_13_b,org.apache.commons.csv.CSVFormat_22_1Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_39_1Test,67,737,9.09,39,532,7.33,460,737,62.42,296,532,55.64,14.57,13.18
Csv_13_b,org.apache.commons.csv.CSVFormat_46_1Test,70,737,9.5,30,532,5.64,460,737,62.42,296,532,55.64,15.22,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_20_1Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_27_1Test,57,737,7.73,29,532,5.45,460,737,62.42,296,532,55.64,12.39,9.8
Csv_13_b,org.apache.commons.csv.CSVFormat_50_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_7_1Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_25_1Test,57,737,7.73,30,532,5.64,460,737,62.42,296,532,55.64,12.39,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_4_1Test,65,737,8.82,28,532,5.26,460,737,62.42,296,532,55.64,14.13,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_67_1Test,76,737,10.31,34,532,6.39,460,737,62.42,296,532,55.64,16.52,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_32_1Test,88,737,11.94,45,532,8.46,460,737,62.42,296,532,55.64,19.13,15.2
Csv_13_b,org.apache.commons.csv.CSVFormat_35_1Test,85,737,11.53,42,532,7.89,460,737,62.42,296,532,55.64,18.48,14.19
Csv_13_b,org.apache.commons.csv.CSVFormat_21_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_19_1Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_29_1Test,70,737,9.5,33,532,6.2,460,737,62.42,296,532,55.64,15.22,11.15
Csv_13_b,org.apache.commons.csv.CSVFormat_13_1Test,63,737,8.55,34,532,6.39,460,737,62.42,296,532,55.64,13.7,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_10_1Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_24_1Test,60,737,8.14,33,532,6.2,460,737,62.42,296,532,55.64,13.04,11.15
Csv_13_b,org.apache.commons.csv.CSVPrinter_63_1Test,89,737,12.08,48,532,9.02,460,737,62.42,296,532,55.64,19.35,16.22
Csv_13_b,org.apache.commons.csv.CSVPrinter_70_1Test,98,737,13.3,47,532,8.83,460,737,62.42,296,532,55.64,21.3,15.88
Csv_13_b,org.apache.commons.csv.CSVPrinter_69_1Test,102,737,13.84,49,532,9.21,460,737,62.42,296,532,55.64,22.17,16.55
Csv_13_b,org.apache.commons.csv.CSVPrinter_61_1Test,80,737,10.85,38,532,7.14,460,737,62.42,296,532,55.64,17.39,12.84
Csv_13_b,org.apache.commons.csv.CSVFormat_53_1Test,78,737,10.58,47,532,8.83,460,737,62.42,296,532,55.64,16.96,15.88
Csv_13_b,org.apache.commons.csv.CSVFormat_54_1Test,70,737,9.5,30,532,5.64,460,737,62.42,296,532,55.64,15.22,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_55_1Test,59,737,8.01,28,532,5.26,460,737,62.42,296,532,55.64,12.83,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_43_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_14_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_59_1Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_36_1Test,71,737,9.63,34,532,6.39,460,737,62.42,296,532,55.64,15.43,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_15_1Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_51_1Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_28_1Test,105,737,14.25,34,532,6.39,460,737,62.42,296,532,55.64,22.83,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_40_1Test,63,737,8.55,34,532,6.39,460,737,62.42,296,532,55.64,13.7,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_6_1Test,61,737,8.28,33,532,6.2,460,737,62.42,296,532,55.64,13.26,11.15
Csv_13_b,org.apache.commons.csv.CSVFormat_5_1Test,78,737,10.58,44,532,8.27,460,737,62.42,296,532,55.64,16.96,14.86
Csv_13_b,org.apache.commons.csv.CSVFormat_33_1Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_4_2Test,65,737,8.82,28,532,5.26,460,737,62.42,296,532,55.64,14.13,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_43_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_19_2Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_33_2Test,61,737,8.28,35,532,6.58,460,737,62.42,296,532,55.64,13.26,11.82
Csv_13_b,org.apache.commons.csv.CSVPrinter_60_2Test,70,737,9.5,33,532,6.2,460,737,62.42,296,532,55.64,15.22,11.15
Csv_13_b,org.apache.commons.csv.CSVFormat_55_2Test,59,737,8.01,28,532,5.26,460,737,62.42,296,532,55.64,12.83,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_69_2Test,102,737,13.84,49,532,9.21,460,737,62.42,296,532,55.64,22.17,16.55
Csv_13_b,org.apache.commons.csv.CSVFormat_22_2Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_46_2Test,70,737,9.5,30,532,5.64,460,737,62.42,296,532,55.64,15.22,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_44_2Test,70,737,9.5,30,532,5.64,460,737,62.42,296,532,55.64,15.22,10.14
Csv_13_b,org.apache.commons.csv.CSVPrinter_68_2Test,89,737,12.08,41,532,7.71,460,737,62.42,296,532,55.64,19.35,13.85
Csv_13_b,org.apache.commons.csv.CSVFormat_29_2Test,72,737,9.77,34,532,6.39,460,737,62.42,296,532,55.64,15.65,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_24_2Test,60,737,8.14,33,532,6.2,460,737,62.42,296,532,55.64,13.04,11.15
Csv_13_b,org.apache.commons.csv.CSVFormat_12_2Test,61,737,8.28,35,532,6.58,460,737,62.42,296,532,55.64,13.26,11.82
Csv_13_b,org.apache.commons.csv.CSVFormat_50_2Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_21_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_51_2Test,71,737,9.63,34,532,6.39,460,737,62.42,296,532,55.64,15.43,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_14_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_52_2Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_37_2Test,61,737,8.28,35,532,6.58,460,737,62.42,296,532,55.64,13.26,11.82
Csv_13_b,org.apache.commons.csv.CSVFormat_38_2Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_15_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_30_2Test,92,737,12.48,54,532,10.15,460,737,62.42,296,532,55.64,20.0,18.24
Csv_13_b,org.apache.commons.csv.CSVFormat_1_2Test,56,737,7.6,30,532,5.64,460,737,62.42,296,532,55.64,12.17,10.14
Csv_13_b,org.apache.commons.csv.CSVPrinter_70_2Test,98,737,13.3,47,532,8.83,460,737,62.42,296,532,55.64,21.3,15.88
Csv_13_b,org.apache.commons.csv.CSVFormat_42_2Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_28_2Test,105,737,14.25,33,532,6.2,460,737,62.42,296,532,55.64,22.83,11.15
Csv_13_b,org.apache.commons.csv.CSVPrinter_58_2Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_36_2Test,71,737,9.63,34,532,6.39,460,737,62.42,296,532,55.64,15.43,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_6_2Test,61,737,8.28,33,532,6.2,460,737,62.42,296,532,55.64,13.26,11.15
Csv_13_b,org.apache.commons.csv.CSVFormat_41_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_49_2Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVPrinter_67_2Test,120,737,16.28,64,532,12.03,460,737,62.42,296,532,55.64,26.09,21.62
Csv_13_b,org.apache.commons.csv.CSVFormat_34_2Test,71,737,9.63,34,532,6.39,460,737,62.42,296,532,55.64,15.43,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_3_2Test,72,737,9.77,32,532,6.02,460,737,62.42,296,532,55.64,15.65,10.81
Csv_13_b,org.apache.commons.csv.CSVFormat_18_2Test,62,737,8.41,33,532,6.2,460,737,62.42,296,532,55.64,13.48,11.15
Csv_13_b,org.apache.commons.csv.CSVFormat_5_2Test,78,737,10.58,43,532,8.08,460,737,62.42,296,532,55.64,16.96,14.53
Csv_13_b,org.apache.commons.csv.CSVPrinter_61_2Test,81,737,10.99,39,532,7.33,460,737,62.42,296,532,55.64,17.61,13.18
Csv_13_b,org.apache.commons.csv.CSVFormat_48_2Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_54_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_17_2Test,59,737,8.01,28,532,5.26,460,737,62.42,296,532,55.64,12.83,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_26_2Test,58,737,7.87,30,532,5.64,460,737,62.42,296,532,55.64,12.61,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_32_2Test,60,737,8.14,31,532,5.83,460,737,62.42,296,532,55.64,13.04,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_35_2Test,85,737,11.53,42,532,7.89,460,737,62.42,296,532,55.64,18.48,14.19
Csv_13_b,org.apache.commons.csv.CSVPrinter_63_2Test,89,737,12.08,47,532,8.83,460,737,62.42,296,532,55.64,19.35,15.88
Csv_13_b,org.apache.commons.csv.CSVPrinter_59_2Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_11_2Test,69,737,9.36,29,532,5.45,460,737,62.42,296,532,55.64,15.0,9.8
Csv_13_b,org.apache.commons.csv.CSVFormat_47_2Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_53_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_57_2Test,93,737,12.62,48,532,9.02,460,737,62.42,296,532,55.64,20.22,16.22
Csv_13_b,org.apache.commons.csv.CSVFormat_20_2Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_40_2Test,63,737,8.55,35,532,6.58,460,737,62.42,296,532,55.64,13.7,11.82
Csv_13_b,org.apache.commons.csv.CSVFormat_2_2Test,56,737,7.6,31,532,5.83,460,737,62.42,296,532,55.64,12.17,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_13_2Test,63,737,8.55,34,532,6.39,460,737,62.42,296,532,55.64,13.7,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_31_2Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_27_2Test,57,737,7.73,30,532,5.64,460,737,62.42,296,532,55.64,12.39,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_45_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_62_2Test,114,737,15.47,65,532,12.22,460,737,62.42,296,532,55.64,24.78,21.96
Csv_13_b,org.apache.commons.csv.CSVFormat_10_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_25_2Test,57,737,7.73,30,532,5.64,460,737,62.42,296,532,55.64,12.39,10.14
Csv_13_b,org.apache.commons.csv.CSVPrinter_71_2Test,88,737,11.94,41,532,7.71,460,737,62.42,296,532,55.64,19.13,13.85
Csv_13_b,org.apache.commons.csv.CSVFormat_56_2Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_8_2Test,126,737,17.1,66,532,12.41,460,737,62.42,296,532,55.64,27.39,22.3
Csv_13_b,org.apache.commons.csv.CSVFormat_9_2Test,60,737,8.14,31,532,5.83,460,737,62.42,296,532,55.64,13.04,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_39_2Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_16_2Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_70_3Test,101,737,13.7,49,532,9.21,460,737,62.42,296,532,55.64,21.96,16.55
Csv_13_b,org.apache.commons.csv.CSVFormat_46_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVPrinter_63_3Test,89,737,12.08,48,532,9.02,460,737,62.42,296,532,55.64,19.35,16.22
Csv_13_b,org.apache.commons.csv.CSVFormat_26_3Test,69,737,9.36,31,532,5.83,460,737,62.42,296,532,55.64,15.0,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_56_3Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_29_3Test,110,737,14.93,58,532,10.9,460,737,62.42,296,532,55.64,23.91,19.59
Csv_13_b,org.apache.commons.csv.CSVFormat_4_3Test,67,737,9.09,28,532,5.26,460,737,62.42,296,532,55.64,14.57,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_71_3Test,88,737,11.94,41,532,7.71,460,737,62.42,296,532,55.64,19.13,13.85
Csv_13_b,org.apache.commons.csv.CSVFormat_22_3Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_14_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_39_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_11_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_21_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_52_3Test,71,737,9.63,30,532,5.64,460,737,62.42,296,532,55.64,15.43,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_13_3Test,65,737,8.82,39,532,7.33,460,737,62.42,296,532,55.64,14.13,13.18
Csv_13_b,org.apache.commons.csv.CSVFormat_37_3Test,61,737,8.28,35,532,6.58,460,737,62.42,296,532,55.64,13.26,11.82
Csv_13_b,org.apache.commons.csv.CSVFormat_50_3Test,84,737,11.4,42,532,7.89,460,737,62.42,296,532,55.64,18.26,14.19
Csv_13_b,org.apache.commons.csv.CSVFormat_53_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_60_3Test,68,737,9.23,31,532,5.83,460,737,62.42,296,532,55.64,14.78,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_5_3Test,79,737,10.72,46,532,8.65,460,737,62.42,296,532,55.64,17.17,15.54
Csv_13_b,org.apache.commons.csv.CSVFormat_40_3Test,76,737,10.31,34,532,6.39,460,737,62.42,296,532,55.64,16.52,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_18_3Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_36_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_34_3Test,71,737,9.63,33,532,6.2,460,737,62.42,296,532,55.64,15.43,11.15
Csv_13_b,org.apache.commons.csv.CSVPrinter_65_3Test,89,737,12.08,44,532,8.27,460,737,62.42,296,532,55.64,19.35,14.86
Csv_13_b,org.apache.commons.csv.CSVFormat_6_3Test,61,737,8.28,33,532,6.2,460,737,62.42,296,532,55.64,13.26,11.15
Csv_13_b,org.apache.commons.csv.CSVFormat_55_3Test,59,737,8.01,28,532,5.26,460,737,62.42,296,532,55.64,12.83,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_16_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_38_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_49_3Test,79,737,10.72,43,532,8.08,460,737,62.42,296,532,55.64,17.17,14.53
Csv_13_b,org.apache.commons.csv.CSVFormat_35_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_27_3Test,58,737,7.87,30,532,5.64,460,737,62.42,296,532,55.64,12.61,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_28_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_32_3Test,60,737,8.14,31,532,5.83,460,737,62.42,296,532,55.64,13.04,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_20_3Test,70,737,9.5,29,532,5.45,460,737,62.42,296,532,55.64,15.22,9.8
Csv_13_b,org.apache.commons.csv.CSVPrinter_68_3Test,89,737,12.08,41,532,7.71,460,737,62.42,296,532,55.64,19.35,13.85
Csv_13_b,org.apache.commons.csv.CSVFormat_30_3Test,103,737,13.98,68,532,12.78,460,737,62.42,296,532,55.64,22.39,22.97
Csv_13_b,org.apache.commons.csv.CSVFormat_43_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_1_3Test,56,737,7.6,31,532,5.83,460,737,62.42,296,532,55.64,12.17,10.47
Csv_13_b,org.apache.commons.csv.CSVPrinter_62_3Test,114,737,15.47,65,532,12.22,460,737,62.42,296,532,55.64,24.78,21.96
Csv_13_b,org.apache.commons.csv.CSVFormat_31_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_25_3Test,57,737,7.73,30,532,5.64,460,737,62.42,296,532,55.64,12.39,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_51_3Test,72,737,9.77,34,532,6.39,460,737,62.42,296,532,55.64,15.65,11.49
Csv_13_b,org.apache.commons.csv.CSVFormat_10_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_17_3Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_69_3Test,99,737,13.43,47,532,8.83,460,737,62.42,296,532,55.64,21.52,15.88
Csv_13_b,org.apache.commons.csv.CSVFormat_19_3Test,58,737,7.87,28,532,5.26,460,737,62.42,296,532,55.64,12.61,9.46
Csv_13_b,org.apache.commons.csv.CSVFormat_8_3Test,141,737,19.13,73,532,13.72,460,737,62.42,296,532,55.64,30.65,24.66
Csv_13_b,org.apache.commons.csv.CSVFormat_54_3Test,70,737,9.5,30,532,5.64,460,737,62.42,296,532,55.64,15.22,10.14
Csv_13_b,org.apache.commons.csv.CSVFormat_44_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVPrinter_66_3Test,72,737,9.77,33,532,6.2,460,737,62.42,296,532,55.64,15.65,11.15
Csv_13_b,org.apache.commons.csv.CSVPrinter_58_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_24_3Test,60,737,8.14,33,532,6.2,460,737,62.42,296,532,55.64,13.04,11.15
Csv_13_b,org.apache.commons.csv.CSVFormat_33_3Test,74,737,10.04,37,532,6.95,460,737,62.42,296,532,55.64,16.09,12.5
Csv_13_b,org.apache.commons.csv.CSVPrinter_67_3Test,76,737,10.31,34,532,6.39,460,737,62.42,296,532,55.64,16.52,11.49
Csv_13_b,org.apache.commons.csv.CSVPrinter_59_3Test,0,737,0.0,0,532,0.0,460,737,62.42,296,532,55.64,0.0,0.0
Csv_13_b,org.apache.commons.csv.CSVFormat_9_3Test,60,737,8.14,31,532,5.83,460,737,62.42,296,532,55.64,13.04,10.47
Csv_13_b,org.apache.commons.csv.CSVFormat_2_3Test,56,737,7.6,30,532,5.64,460,737,62.42,296,532,55.64,12.17,10.14
Csv_13_b,org.apache.commons.csv.CSVPrinter_57_3Test,93,737,12.62,48,532,9.02,460,737,62.42,296,532,55.64,20.22,16.22
Csv_13_b,org.apache.commons.csv.CSVFormat_15_3Test,57,737,7.73,28,532,5.26,460,737,62.42,296,532,55.64,12.39,9.46
Csv_13_b,org.apache.commons.csv.CSVPrinter_61_3Test,81,737,10.99,39,532,7.33,460,737,62.42,296,532,55.64,17.61,13.18
Csv_13_b,org.apache.commons.csv.CSVFormat_12_3Test,64,737,8.68,37,532,6.95,460,737,62.42,296,532,55.64,13.91,12.5
